name,identifier,top_match,top_ent_num,score
CLASSIA INFRAVENTURE,64880021NS8JSMILZR02,FANAP INFRASTRUCTURE,55014,60.0
"Pirate Propane, Inc.",254900SG65FRG3KNEF89,AEM PROPULSION,44299,57.14285714285714
PENTAGON EVENTS & ACTIVATIONS PRIVATE LIMITED,648800VYXU6IO72AQ728,PENTANE CHEMISTRY INDUSTRIES,13439,54.54545454545454
ROMAGNA CAR DI CECCAROLI PATRIZIA,894500NV60C65ETIM052,DOK NGIU KHAM KING ROMAN CASINO,23652,46.875
IMMOBILIARE SILMAR - SOCIETA' SEMPLICE,8156005B67BA87F8A341,AL-SALAH ISLAMIC SOCIETY,10408,60.71428571428572
JETIMEEEEN OÜ,894500NUPDOV8GTVNC86,,,0.0
EXPLOITATION HORTICOLE DU BOIS FLEURI,894500NTXNY11K6HDK45,CHOSUN OIL EXPLORATION COMPANY,20581,61.01694915254237
LF-VC LLC,2549006Q7EIJ2UYZCN96,,,0.0
ZUBEIDA KHATOON,6488008Y3QGE17G8XF45,KHATIB AI-MUJAHIDIN,26061,47.05882352941176
LAXMI PROTINS,335800UX2WFJKAY0T230,AO PROTON PM,49207,64.0
NILKANTH ART,648800IBJHAN54MA5580,,,0.0
TEJIDOS J.V.R. SL,52990007OMQUYFS4PS88,COLOMBO PERUANA DE TEJIDOS S.A.,15715,48.64864864864865
TAPTI VELLY RESORT,98450017D9B8F5F3L504,"UTELIZ RESOURCES CO., LIMITED",39778,52.94117647058824
The EK Charitable Foundation,984500BB60ES94403B16,AL-AQSA CHARITABLE FOUNDATION,7637,84.0
ANKUSH SINGLA,6488009A1KP66820TB86,P.C.C. SINGAPORE BRANCH,11623,54.54545454545454
SARL FINANCIERE THIERRY BOURET,894500NU37HSOJID1490,HOME CREDIT & FINANCE BANK LLC,45808,61.224489795918366
The Lill 2026 Discretionary Trust,9845001D10BBEE9FEE31,AL-AKHTAR TRUST INTERNATIONAL,7946,54.54545454545454
HOSPICARE SYSTEM,335800I6MW7PWBSBXB60,ARTA SYSTEM LIMITED,48646,66.66666666666667
NITIN KALANI,648800A1IGUMO8C3UT71,KALA NAFT COMPANY LTD,12032,66.66666666666667
JT FAMILY INVESTMENT COMPANY LIMITED,6488004206A5WO4DNX06,FULAM INVESTMENT LIMITED,55468,77.77777777777779
ECHO EIENDOM AS,636700CD5RFTRA048L40,,,0.0
iShares LifePath 2070 Target Date UCITS ETF,52990050YXLREQC2SI31,TRUST LIFE INSURANCE COMPANY S.A.L.,27192,44.44444444444444
FALCON INSTITUTE OF MANAGEMENT STUDIES,6488009GQC3Y6TRWB518,ATLANTIC SHIP MANAGEMENT LLC,29786,64.40677966101696
CIBO RIQUALIFICAZIONE SOCIALE PROJECTS S.R.L.,815600E9BC4D1685BE50,AGROPECUARIA MAIS SOCIEDAD POR ACCIONES SIMPLIFICADA,20208,53.333333333333336
BHOOMI SIDDHI DEVELOPERS,984500F6EE9DC43V5B04,"SOHO DEVELOPERS, INC.",19151,66.66666666666667
LYNK LOGISTICS,6488008CMW3VRJVHHD23,NAI LOGISTICS LIMITED,44252,81.4814814814815
"Santa Monica Networks, UAB",648800WA7VESBSUC5I50,USAMA BIN LADEN NETWORK,6366,58.33333333333333
S. M. A. J. Invest AB,636700EAD93XVRGZTS37,"M INVEST, OOO",29101,72.72727272727273
New Frontiers,636700JU15X825P00856,PALESTINE LIBERATION FRONT,4708,56.41025641025641
CORTVRIENDT – COGHE ARCHITECTEN,648800M4IE1WEXSCVX47,ARCHITECTONIC CORP LIMITED,57527,52.38095238095239
Periwinkle Trust 2026,335800MNRZQRL82U4U51,KALA PENSION TRUST LIMITED,11637,56.41025641025641
GARIMA ECC PRIVATE LIMITED,648800KJX9DC5GO1IV65,,,0.0
JPA Blue Planet Ventures AB,894500NUJU53LHHZZS74,BLUELANE OVERSEAS SA,27424,68.29268292682926
Опус Нумери,648800YI01ZTNYHJO528,,,0.0
iShares NASDAQ 100 Swap PEA UCITS ETF,529900CV4CTFRRSMF977,ISHAHAN OPTICS INDUSTRIES CO.,45356,41.93548387096774
HOLD Apollo Abszolút Hozamú Származtatott Befektetési Alap,875500QOEJYXBXFY6V74,STATE ENTERPRISE HOLDING MANAGEMENT COMPANY BELARUSSIAN CEMENT COMPANY,46478,44.64285714285714
SPACCAPIETRA HOLDING S.R.L.,81560059E4D6617E2D30,PAPA HOLDING LTD,48096,75.0
ANIL SHRIKANT TIWARI,648800G1OUA0O6QT1Y76,RECONSTRUCTION ORGANIZATION OF THE HOLY SHRINES,28694,36.66666666666667
UNINOVA FIRE SAFETY PRIVATE LIMITED,648800SQ0KQR8TF7OI79,ARSANG SAFE TRADING CO.,48722,47.36842105263158
CRUISER MOTORS PRIVATE LIMITED,335800YOKAUOUMTDVO45,MOTO EXPORT DWC LLC,51207,55.172413793103445
ONE PLANET PARTNERS PRIVATE LIMITED,64880029NNOJFXEEIV29,PORTEASE PARTNERS LLP,58403,66.66666666666667
iShares MSCI Emerging Markets Swap PEA UCITS ETF,5299004DQ3SLWWAS3O56,MULTIMAT DOMESTIC AND FOREIGN TRADE MARKETING LTD.,12552,44.9438202247191
JSRS CHEMICALS INDIA PRIVATE LIMITED,3358000N4Z0G3YWT5386,PARA CHEMICAL INDUSTRIES,10887,68.18181818181819
NANDANI NANDAN IMPORTS & EXPORTS PRIVATE LIMITED,648800UOUIETREEMZF75,NANCHANG KUDOS IMPORT AND EXPORT COMPANY LIMITED,51098,72.41379310344827
Aroven Trust Sep 2026,335800MBSN595JDW0V33,AL AMEEN TRUST,6912,56.25
NANDINI SWEETS AND BAKERY PRIVATE LIMITED,648800PJ8DV8TH3K5E52,AL-HAMATI SWEETS BAKERIES,6932,69.76744186046511
ITALIKA TRADE S.R.L.,815600528B80D9F6AE55,SALITA TRADE LIMITED,40961,80.0
SERBAR FRIO S L,95980070UWFGXABVZY12,SERB DEMOCRATIC PARTY,8811,44.44444444444444
CHANDAN AGRAWAL,648800H84HX3VEHR3J53,MANHATTAN BUREAU DE CHANGE LIMITED,57972,47.36842105263158
"FHP Integra Comfort Holdings, LLC",254900JMVNQ6XV0AKN71,FLEURETTE HOLDINGS NETHERLANDS B.V.,23257,62.06896551724138
L.N.J. van Holstein Holding B.V.,648800ZQ5ZPG1SDSU090,"HOTEL HOLDING, S.R.O.",28058,68.29268292682926
PN ALLOYS PRIVATE LIMITED,335800EMS76OU29DV139,IRAN ALLOY STEEL COMPANY,28290,56.00000000000001
USEDON COMPUTER INDIA PRIVATE LIMITED,648800GCX53PO86I1151,NPO COMPUTER,47684,66.66666666666667
AVEN TRUST 2026,335800N4S4MX6MY17C97,AL AMEEN TRUST,6912,69.23076923076923
UGAM SEP 26,335800ZLJ60VBZBV0K10,,,0.0
PROMOTILE SOCIEDAD LIMITADA,959800A2JAJMGAEKBD08,BAJER SOCIEDAD DE RESPONSABILIDAD LIMITADA,26469,66.66666666666667
LS EUROPE SERIES 2,2549002RZGWQUTSFRB02,IRISL EUROPE GMBH,25429,66.66666666666667
SURYAKRSI SOLAR FARMS PRIVATE LIMITED,648800MA7QCN1BLO6A77,KANILAI WORNI FARMS,23324,55.00000000000001
ПРИМА КОНСИЛИЕР ЕООД,3912009160K9NV5UVD72,,,0.0
Tarini 09 2026,335800TII8R1BZXGVI29,TARIQ GIDAR GROUP,19950,38.70967741935484
IBS International GmbH,391200KA1QDL8KZPJT38,IAC INTERNATIONAL INC.,8247,88.23529411764706
Dickert & Dickert Hotelbetriebs GmbH,391200IXVDJYWN7NKR73,GARDEN CITY HOTEL,50147,47.82608695652174
NRR CONSTRUCTIONS,3358001BTANKGIDSO775,WINNERS CONSTRUCTION COMPANY LIMITED,33949,81.08108108108108
BHOLENATH TIMBER PRIVATE LIMITED,648800CB505YA29MGA30,STATE TIMBER BOARD,31691,64.70588235294117
VSL NEWAGE ENERGY PRIVATE LIMITED,335800K8BC54T42HAH19,SBL ENERGY PRIVATE LIMITED,57923,66.66666666666667
GUPTA AND SONS,335800I0C8QXHXU9GE92,AKHTAR AND SONS PVT LTD.,52051,66.66666666666667
SANTAN INFOTECH PRIVATE LIMITED,3358006AT7LM8G5EE376,SANTEX LINES,25800,59.25925925925925
X-LIGHT I/S,648800XDRW9JAPDXRA23,MIDAS LIGHTING LIMITED,51264,56.00000000000001
RUKMA PLASTICS LLP,648800FCLTQUQJMC7V46,SKTB PLASTIK,46434,61.53846153846154
SAKET CRUSHER AND MINES,3358008TGWQ9WQM4Q466,CHECHEN MINERAL WATERS LTD,30614,53.65853658536586
DWS Vorsorgefonds Anleihenorientiert,254900WBG9L8IAKL4N09,,,0.0
FLEXOMECH INDIA,335800H0G8DX2DJ4A658,RIHS COMMITTEE FOR INDIA,10923,51.42857142857142
FUN AND WORK OFICENTER SL,529900XQGTE5ZINL9Z26,"AL-INMAA GROUP FOR TOURISM WORK, LLC",18219,53.333333333333336
Flora 09 2026,335800KITCSZXFHHR161,FLORES DTO,21023,43.47826086956522
DWS Vorsorgefonds EUR Anleihen (kurz),2549001LE37X0WLR3653,,,0.0
AKSHAR SALES AND AUTOMATION PRIVATE LIMITED,6488004HJ1COS04VHJ14,JSC ABS ZEIM AUTOMATION,45355,71.42857142857143
SOCIETE HOTELIERE LE PLANCTON,9845007BEBC558FD7D33,SOCIETE GENERALE DE PAIN,28178,68.08510638297872
Blotix OÜ,648800IOCZGT2JZP9F07,BLOTO INTERNATIONAL COMPANY,8420,42.85714285714286
WEDIKA LUXURIOUS HOTELS AND RESORTS PRIVATE LIMITED,648800XUWU4C0I7BV947,XIHU RESORT HOTEL CO LTD,57249,58.33333333333333
VINAY KUMAR INFRATECH PRIVATE LIMITED,894500NTMKUHRLIQ2G46,LIMITED LIABILITY COMPANY INFRASTRUCTURE CORPORATION AEON,45979,52.0
HOMASSEL KNOFF,529900P1L5F2VCM8E955,HOMA SHIPPING COMPANY LIMITED,15130,44.44444444444444
PAVAN MAHATMA DEVALKAR,648800JVP7YEB1W9PI21,MAHAK RAYAN AFRAZ,48664,56.41025641025641
Dominion Dynamics Inc.,254900GS1GC0OAWERA31,DOMINION NIKOLSKI LLC,45253,70.58823529411764
DWS Vorsorgefonds Defensiv,254900JWFKQCG8Q6DU39,DEFENSE INDUSTRIES ORGANIZATION,10153,56.14035087719298
SIDHI TPV ECOSPACES LLP,64880065ZN6IRBKML911,ECOSEAS MARITIME LIMITED,57870,51.42857142857142
Driessen Beheer B.V.,7245005ZUXL936S0U812,GHADIR TOSE-E SAAMANEHAYE BEHENGAAM,25946,43.99999999999999
SOCIETE HOTELIERE DE LOCMARIAQUER,9845000738E73B8BCC38,SOCIETE GENERALE DE PAIN,28178,58.82352941176471
DWS Vorsorgefonds Dynamisch,254900VJZTU9ATNYZC40,"POSH 8 DYNAMIC, INC.",26217,53.65853658536586
ANGEL BUILDCON,335800G6QKUVDC3WOK31,VVN BUILDCON PRIVATE LIMITED,56050,61.53846153846154
DIGVIJAY SANGWAN,64880017YVXOOP9NEC40,MA'ADEN-E ZOGHAL SANG SHARGH,25936,36.36363636363637
IHOIT AS,636700ZK1B9A14K90Z57,,,0.0
Aparajita 09 2026,3358003YXY7ZJ1478756,SWEET APARTMENTS,26468,30.303030303030297
A-C HOLDING AS,63670068N3QRBZXDQK16,GMCG HOLDING CORP,54838,78.26086956521739
Pick-6 GmbH,9845002F10698C99BD97,,,0.0
CHINA SHIBANG INT'L TRADE&INVESTMENT LIMITED,984500BC5AEADE584A30,"LIAONING CHINA TRADE INDUSTRY CO., LTD.",52264,67.6923076923077
DWS Vorsorgefonds Qi Aktienstrategie Industrieländer,254900VEQ7Z7SVHY6320,INDUSTRIAL FACTORIES OF PRECISION-MACHINERY,10388,54.347826086956516
ETNA Management ApS,636700PNVSUXLKRUFS97,ESTATE MANAGEMENT CO. LTD.,37787,87.5
LHP INTERNATIONAL PRIVATE LIMITED,648800IXH6BX7DYYKT11,NPC INTERNATIONAL,11620,88.23529411764706
MAHADEV ELECTRICAL WORKS,335800ENN0CXOQ713154,KHMER ELECTRICAL POWER CO LTD,57201,69.56521739130434
DWS Vorsorgefonds Ausgewogen,25490018YKZF1KWU4P62,,,0.0
MND REALTY LLP,335800DALAV7WTUYAR26,CONDADO REAL,44119,63.63636363636363
Kalpataru Power Transmission Sweden AB,636700JQDM65QLA4HY44,GILAN ELECTRICITY TRANSMISSION DEVELOPMENT,25927,54.54545454545454
SANJAY SINGHAL,648800MVOQ8FK6HVGU54,WUHAN SANJIANG IMP. & EXP. CO. LTD.,23063,50.0
RAF REUBENS,699400WBMOZZ0HOP0K02,,,0.0
"Envista Forensics, LLC",254900SB9RI5EVY1ZY65,FORENINGEN AL-AQSA,7640,56.25
KURUVATH ENTERPRISES,335800MH24IDZ5B8TO85,LORA ENTERPRISES LIMITED,23270,77.77777777777779
BORGONOVO 1930 DI BORGONOVO WALTER & C. S.N.C.,529900YBH4Z6R0MAI312,,,0.0
NILKANTH GREEN ENERGY,3358002I1KW859FUV661,WORTH SEEN ENERGY LIMITED,56384,68.42105263157895
رويال فاينانشال جروب ش.ذ.م.م-منطقة حرة,9845007548F47BC09931,,,0.0
CUSMAT TECHNOLOGIES PRIVATE LIMITED,648800R469B9R3TRHK60,MCS TECHNOLOGIES GMBH,16013,85.71428571428572
Paulus Cornelis B.V.,7245000J9KQ1ZGYPND62,CORNIOLA LIMITED,56705,52.17391304347826
CHANTEBISE 2100 SARL,984500H06F2AB80D7883,TEXEL F.C.G. TECHNOLOGY 2100 LTD,40499,55.00000000000001
Dharshan Ramesh,648800XP4YBERKMHYY73,AO RAMEK VS,48507,53.84615384615385
BHARAT MINERAL CORPORATION,648800MUVOXPHSKBTR50,CIA. MINERA DAPA S.A.,7579,62.06896551724138
MILAN TRADELINK PRIVATE LIMITED,335800NGTBV2Q5LRKQ39,"MILEN TRADING CO., LIMITED",54186,78.57142857142857
ASSOCIATION DE PREVENTION DE SANTE AU TRAVAIL D'INDRE ET LOIRE,894500NTH1AQ4M6UEW71,SANABIL ASSOCIATION FOR RELIEF AND DEVELOPMENT,7919,61.702127659574465
SPR de Boer Holding B.V.,724500X9X0XNGLSNHT78,RB HOLDING LIMITED,42744,69.23076923076923
SHEWAK JASHAN MAKHIJA,64880018L3R2SIOFHM88,MAKHTAB AL-KHIDAMAT/AL KIFAH,6910,46.51162790697675
Pregio Anstalt,8755006Q117OFWMH0K58,AVIATRANS ANSTALT,8213,58.06451612903225
MATAJI OIL DEPO,335800HWD8IIYD10M829,SMART DEPOT,48063,61.53846153846154
DWS Vorsorgefonds Aktienorientiert,25490060KW1B7X6CWZ66,JOINT STOCK COMPANY AKTIV,51427,43.13725490196079
RAJSHREE FOUNDATIONS LIMITED,3358006X10MANIND2O49,AL-RAHMA FOUNDATION,20981,77.77777777777779
BHASKARA RAO BOLLINENI,6488000WSN0LHB89HU38,,,0.0
SRI SHYAM TRADING COMPANY,335800LAJMXII1PHUX96,"AL-BASHA'IR TRADING COMPANY, LTD",8211,78.78787878787878
IULIAN CAPITAL S.R.L.,8156000DF7CCE5EF4C97,CJSC IIB CAPITAL,41918,80.0
Blitz 26-877 GmbH,391200H4P9AIIM5JF954,,,0.0
RAVI SHANKAR GURU MURTHY,984500C2E575CT479E68,"REACH HOLDING GROUP SHANGHAI CO., LTD.",30106,53.84615384615385
Congenius GmbH,894500MRWJBED5OARC76,JARVIS CONGO SARL,23260,57.14285714285714
AYUSHMAN MULTISPECIALITY HOSPITAL,335800WA6ISIRHJQ5664,MICHIGANTAP HOSPITALITY PRIVATE LIMITED,56049,53.57142857142857
SOCIETA' SEMPLICE AGRICOLA GIURSET DI GARNERO GIOVANNI E C.,529900GEHF40PRKIZO57,DESARROLLO AGRICOLA ORGANICO S.P.R. DE R.L.,18824,54.347826086956516
CONFITERIA LOLA SL,959800TA9EPRRYMFBG47,CONFIDERI PTE LTD,40776,59.25925925925925
DNL-Invest Kft,6488007AVC8HRTC6LT78,OOO TKH-INVEST,40190,66.66666666666667
Patelena B.V.,7245006TEFBZ0AA0N463,,,0.0
GOPURA,648800E2LRTBLL901X38,,,0.0
Sarinel Limited,894500NT0ENF7O77G850,SARIL OVERSEAS LIMITED,49132,47.61904761904761
Lepers Verwaltungs-Kommanditgesellschaft,529900EKLL2SQC760Y22,NAI ENERGY EUROPE VERWALTUNGS GMBH,44265,52.17391304347826
VALP,648800S2RSFCPV8F8431,"VALPARK, S.A. DE C.V.",7162,57.14285714285714
HUIYI INVESTMENT LIMITED,254900ROJTW6J8VU8657,BUALI INVESTMENT COMPANY,25621,81.25
CINCGEST BARCELONA SL,959800A4T26BN8TXU390,BARCO SHIP MANAGEMENT INC,49839,57.14285714285714
Fusium Inc.,254900BW2RJ21NYCJF95,FUSION PIZZA & PARRILLA,12426,29.629629629629626
K2 AGRI TECH PRIVATE LIMITED,648800UKYL9ZCTO12609,CADY TECH HK LIMITED,46716,66.66666666666667
JAY,8755006PDZ368HJ9BB98,,,0.0
LAXMI BAI DANGI,335800GW217JM1HPEC14,,,0.0
SAHIJPAL AND ASSOCIATES,335800R9C4PV8C4KC866,AL-SHAHID SOCIAL ASSOCIATION,10413,68.18181818181819
ANAND SALES,335800K04XP2FB1P6J20,B K SALES CORPORATION,55876,60.0
OMKAR COLLECTION,648800N9UQ6HZK537070,COLLECTION CONCEPT S.A.,27345,70.58823529411764
Jantscher vet. FlexCo,529900CYBPG83A5XQJ55,FLEXOSEAL WATERPROOFING SOLUTIONS PTY LTD,39583,35.08771929824561
LOZANO RAMOS SL,959800EN8WTT89AP9P43,RAMOR GROUP,22695,46.15384615384615
DILESWAR PRADHAN,648800AR4VMHNPDWBK49,DZYARZHAUNAYE PRADPRYEMSTVA TSENTRKURORT,33171,35.71428571428571
PIERSIGHT SPACE PRIVATE LIMITED,335800W4AI5Z7XY7WL64,SPACETY LUXEMBOURG S.A.,40478,54.54545454545454
RAMESH BARIK,636700VDLJW0UDRENW55,AO RAMEK VS,48507,60.86956521739131
MAHABIR TRADEVENTURES LLP,894500NT5Y76UNJ33S94,VENTUS TRADE LIMITED,54619,66.66666666666667
ARAN TECHNOCRAFTS PRIVATE LIMITED,335800DLHE18Z5T0MD17,FARAYAND TECHNIC,10371,66.66666666666667
CROS S.A.S. DI CROCETTI LUCA & C.,815600F58099AE3A6826,LA CROSSE GROUP INC,11403,45.714285714285715
STUDIO DOTT. CASIRAGHI S.R.L.,81560073DA6ED6697042,STUDIO PIXAGIO,50428,68.57142857142857
SOCIETA' AGRICOLA PINCHIAROLA S.N.C. DI BOTTONE ATTILIO E C.,815600212843C1300B06,"'AGRICOLA RUELAS', SOCIEDAD DE PRODUCCION RURAL DE RESPONSABILIDAD ILIMITADA",21577,54.0983606557377
TREVI-SAN SOCIETA' TRA PROFESSIONISTI S.R.L.,815600E11E3F4D410644,SOCIETY FOR THE CALL/INVITATION TO THE QURAN AND THE SUNNA,19949,51.35135135135135
"CANTINE PAOLINI S.R.L. IN BREVE ANCHE CAPA - CA.PA., CANPAO, CAN.PO",8156000EE79C25170997,CAPACITACION AERONAUTICA PROFESIONAL S.C.,12192,46.808510638297875
MAP GLOBAL LTD,2549007KOMF3JXZ8ZW21,SMART GLOBAL LIMITED,57960,81.81818181818181
RIZZOLIO EQUIPMENTS S.R.L.,81560099D007849CA845,KEKOTECH EQUIPMENT LIMITED,49137,59.45945945945945
"DANLUX, s.r.o.",894500NTBHQYHMUYRC27,,,0.0
ANANTA RENEWABLE INFRA PRIVATE LIMITED,98450062DFBCEU84B030,AO INFRAVEB,35001,54.54545454545454
Northern Arc Holdings Limited,391200V6GEL0HKDVGL12,NORATEC HOLDINGS LTD,49779,75.67567567567568
INJECTIVE LABS INC.,254900LRFUPHI3QY0T32,KATRANJI LABS,24744,59.25925925925925
WQB Vermögensverwaltungs GmbH,391200FOR298XZOF0F45,COMANDO VERMELHO,57817,30.000000000000004
SIAM HABITAT Y GESTION SL,959800WRKXG6GBWEGJ67,GESTION HYSA INC,56334,59.45945945945945
"EURODISKONT,trgovina,gostinstvo in storitve,d.o.o.",98450045502FCB511B14,CELULANDIA TALLER & STORE SAN LUIS SON,48089,48.19277108433735
ECOCONTAINER S.R.L.,529900PDMA63MWB87P35,,,0.0
MODINAGAR ROLLS PRIVATE LIMITED,894500NS35CTDS7XIW68,KHAZAR STEEL ROLLING,30751,51.42857142857142
Paul Street Funding IV Ltd,875500KAEHRI5G6L6S46,PALESTINE RELIEF FUND,7917,60.46511627906976
AHM Energie GmbH & Co. KG,391200W8B91PBJA14820,ADH ENERGY FZE,57857,76.19047619047619
ISOFT TECHNOLOGIES PRIVATE LIMITED,3358006IHSUWKTJMN241,OFS TECHNOLOGIES JSC,51516,88.23529411764706
BARCLAYCARD PAYMENTS LIMITED,9845009697F595BFD939,BARCO SHIP MANAGEMENT INC,49839,53.65853658536586
CHATURVEDA REALTORS PRIVATE LIMITED,894500NS8OWL0RJT6G33,AKALI REALTORS,54356,66.66666666666667
NORTH BENGAL BEVERAGES,894500NR5W27JW8NLK84,NORTH EAST ASIA BANK,20568,57.14285714285714
DHRUV INDUSTRIES,335800XVKZRWRDWY1O79,AZAR AB INDUSTRIES COMPANY,53935,77.41935483870968
ASF VIII Sidecar A Series XXVI C.V.,72450062Y5IKEFWRK549,EMPRESA SIDERURGICA JOSE MARTI,57951,41.269841269841265
JAY TEXTILE,335800RVF339S6102R54,HEJAB TEXTILE COMPANY,30398,83.33333333333334
PRINCESOL SA,959800Y4SV6F6EBD9C12,PRINCE BANK PLC.,55939,60.0
Elisa Beteiligungsgesellschaft mbH,529900CGQMBH83D2S756,ELISSA EXCHANGE,12544,44.44444444444444
AUTOTRASPORTI MARUZZO GIULIANO E C. S.N.C.,529900MYTSDSFWTTPM43,"LAMINADO PROFESIONAL AUTOMOTRIZ ELTE, S.A. DE C.V.",54396,54.54545454545454
EQUATOR I AIRCRAFT 1 LIMITED,894500NSUV3NKOVBSO28,IRKUT AIRCRAFT FACTORY,35352,71.42857142857143
"JOSÉ CASTRO & FILHOS - SIC IMOBILIÁRIA FECHADA, S.A.",894500NSE8GCNQVOU088,"INMOBILIARIA FLORES CASTRO, S. DE R.L. DE C.V.",21101,73.6842105263158
M/S LEGEND AUTOMOTIVE,33580037Q2OMZ1L9XD50,SES AUTOMOBILE,8882,62.857142857142854
NAVYA SALES,335800H7V08FHD2T0G62,B K SALES CORPORATION,55876,60.0
RE DEMAD SRL,529900ETKSP9BXDPRM39,,,0.0
ELECTRICA ANTONIO MADRID SL,959800P01DWFAX5PYM04,KHARID-E BARTAR ELECTRONIC PARS,49918,62.06896551724138
SREE DHANALAKSHME EDUCATIONAL AND CHARITABLE TRUST,6488004E1SVOWWJ7Q012,THE MERCIFUL HANDS CHARITABLE SOCIETY,55986,60.75949367088608
Glanbury B.V.,724500CV6DLK57E01104,,,0.0
ZILMER MANAGEMENT LIMITED,2549007D9SR01T7HON78,VELMUR MANAGEMENT PTE LTD,22606,82.35294117647058
CREDYCAU ALICANTE SL,959800WHNR7HXX89KG38,ALICE COMPONENTS CO LIMITED,50346,50.0
"INVERSIONES VISTALEGRE, S.L.",5299006DO8XK87ILO355,INVERSIONES VALLE,16632,76.19047619047619
M/S BABA CONSTRUCTION CO.,894500NRXLT1QSW1VC58,ABM CONSTRUCTION COMPANY,23336,81.08108108108108
mbb Bredentin 2 GmbH & Co. KG,529900TEN7FQFW5XV888,,,0.0
VICENS MAQUINARIA AGRICOLA SA,959800WBS5E6H2NLBZ13,BANANERA AGRICOLA S.A.,7576,65.11627906976744
AMISHA DECOR,3358001A41Y3EP3TW633,AMISTUR CUBA SA,57906,50.0
Zanzibar Investments B.V.,724500EAMT2BYT9W3162,INVERSIONES ZANZIBAR,28009,80.0
Asia Sigma-Balanced Bond Fund SP,2549002BPYBX2Z7CT714,ASIA SUN AVIATION PTE. LTD.,44660,52.17391304347826
CB Global Asset Management GmbH,391200IS5HIO7M8OK052,ABR MANAGEMENT AO,20283,69.76744186046511
Kancelaria Adwokacka adwokat Marcin Pruszczyk,98450056C41BAA661D28,"IMPORTACIONES Y NACIONAL MARCERLAB, S.A. DE C.V.",54924,41.463414634146346
Natuursteenbedrijf Leo van Nunen B.V.,724500V93F26D2RIB362,SECOND ACADEMY OF NATURAL SCIENCES,12215,44.44444444444444
AYUSH RINGING ZONE,894500NRBFLZ6VKJ9433,ASIAN ZONE TRADING L.L.C,39779,66.66666666666667
L M INFRASTRUCTURE,335800YUJVVTS4BW2W32,LLC RKS INFRASTRUCTURE,46038,83.33333333333334
LAPIC STRUCTURES LLP,3358001TQTVO8P97W985,"GLOBAL STRUCTURE, S.A.",26985,75.0
Höfer Holding GmbH,529900PKJBLYDZBR8Q31,"GEMUHO HOLDING, INC",19939,74.07407407407408
Eric Hoeksema Holding B.V.,724500W22SS2AS68CZ19,HENNESEA HOLDINGS LIMITED,47212,68.42105263157895
GLOWELL PIPES PRIVATE LIMITED,894500NR0CIFWWWRY017,LUMINOUS GLOW LIMITED,55985,53.84615384615385
Gamma Paradigm Capital Funds SPC,254900XA7R6CT6KIMS66,CAPITAL TAP GENERAL TRADING L.L.C.,48962,57.6271186440678
MATRIX GLOBAL ELECTRONICS,9845001MBC1C1DBAB582,GOLDI ELECTRONICS S.A.,12547,76.19047619047619
MUSIC & PHOTO SHOP,335800LN9LXXPM6NRJ38,DEC PHOTONICS LIMITED,58347,55.172413793103445
Perswoordvoerder B.V.,724500D7UKFRJ25DSQ92,PERSISTENT PETROCHEM PRIVATE LIMITED,55007,38.888888888888886
PARROQUIA LA PASION DEL SEÑOR,529900U8DHN64B4PRI79,"PASIT, AO",31412,46.666666666666664
"LEXHAM HAMDEN, LLC",254900EHQN4NGPS73Y42,,,0.0
Optimus B.V.,7245007LMRZJECX2VJ10,"OPTIMA, OOO",26673,76.92307692307692
AZTECA OCULT MEDIA S.R.L.,787200ED650MDJGSX868,ERA-MEDIA TOV,30863,64.51612903225806
AP INFRA EQUIPMENT,648800NZ52UVMEJGOY41,KOREA COMPLEX EQUIPMENT IMPORT CORPORATION,9521,62.5
Aquarium Glaser GmbH,391200E1M8CTWA9FU733,AQUA PURE WATER INC.,55955,60.0
BRAMHECHA ENTERPRISES,335800DY54BTVVIDCU14,CHLODWIG ENTERPRISES SA,38219,68.29268292682926
LUMINATEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,984500AC6C76A8887E08,INTER-TRANS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,42725,86.0
MOHATA AGRO VENTURES LLP,894500NQP9EWMY90MW69,BARKAT VENTURES,30876,74.28571428571429
Kha Business Holding B.V.,724500L6YUP9MGM1UN23,COSAILING BUSINESS TRADING COMPANY LIMITED,21552,69.56521739130434
RQI Australian Value Fund,2549008LELLJY0YI2O39,LIMITED LIABILITY COMPANY MARKET FUND ADMINISTRATION,34542,55.73770491803278
RQI Global Value Fund,254900E6ZXSGMZ4JD727,"GLOBAL RELIEF FOUNDATION, INC.",7269,66.66666666666667
KANAI MURI CENTRE,3358003MLC83QHS4VI75,AL HAYAT MEDIA CENTER,8759,62.857142857142854
Thane Capital (Pty) Ltd,3789Z7KYANQS4V4YSB71,SEPTEM CAPITAL LLC,34748,70.96774193548387
PERISCOPUS AS,636700B14IWRT7ZY2736,PERIDOT SHIP MANAGEMENT,34960,36.36363636363637
Marevon B.V.,7245006J1NYO4H4HB708,,,0.0
JP FUND PTE. LTD.,9845000AEDA2EC4D5P51,SHAHID FUND,10412,55.55555555555556
NEXEDGE INVESTMENT ADVISER PRIVATE LIMITED,335800EC6Z8HKOEVYM43,GHADIR INVESTMENT COMPANY,16034,69.76744186046511
MV Meisner Venture GmbH,894500K2QVTYJWGGVS19,SME VENTURE LLC,34674,68.96551724137932
